delivery_partner,package_type,vehicle_type,delivery_mode,region,weather_condition,distance_km,package_weight_kg,delivery_time_hours,expected_time_hours,delayed,delivery_status,delivery_rating,delivery_cost
ecom express,fragile items,bike,express,north,clear,33.4,40.84,3,2,yes,delayed,3,339.52
ecom express,furniture,scooter,express,west,cold,55.5,8.12,3,3,no,delivered,4,351.86
xpressbees,clothing,scooter,standard,east,hot,171.0,15.41,5,24,no,delivered,4,901.23
xpressbees,pharmacy,bike,same day,east,clear,53.2,18.26,1,8,no,delivered,4,420.78
xpressbees,automobile parts,ev bike,two day,central,stormy,154.1,13.66,7,16,no,delivered,4,811.48
ecom express,clothing,ev bike,same day,west,hot,67.0,24.77,4,8,no,delivered,4,509.31
delhivery,furniture,bike,two day,south,stormy,53.9,28.57,5,16,no,delivered,4,355.21
shadowfax,pharmacy,bike,standard,west,hot,238.1,31.6,9,24,no,delivered,5,1285.3
delhivery,groceries,bike,same day,north,stormy,243.3,6.63,13,8,yes,delayed,3,1336.39
shadowfax,electronics,ev van,standard,north,rainy,99.7,5.8,9,24,no,delivered,5,515.9
dhl,cosmetics,truck,express,south,foggy,97.7,37.13,3,3,no,delivered,3,649.89
ekart,cosmetics,truck,express,south,hot,124.4,48.18,7,4,yes,failed,1,816.54
ecom express,pharmacy,bike,express,central,cold,60.5,24.11,1,3,no,delivered,3,424.83
xpressbees,pharmacy,bike,same day,east,foggy,165.4,40.46,8,8,yes,delayed,2,1048.38
shadowfax,pharmacy,ev van,two day,east,foggy,291.6,5.52,10,16,no,delivered,4,1474.56
amazon logistics,documents,ev van,same day,west,cold,228.8,11.04,8,8,yes,delayed,3,1277.12
delhivery,electronics,truck,standard,east,rainy,84.5,46.43,9,24,no,delivered,5,561.79
shadowfax,automobile parts,bike,two day,west,foggy,106.1,42.72,5,16,no,delivered,3,658.66
blue dart,clothing,bike,express,east,hot,59.0,22.5,2,3,no,delivered,4,412.5
ekart,fragile items,ev van,same day,east,rainy,210.2,49.25,7,8,no,delivered,3,1298.75
blue dart,furniture,truck,two day,central,stormy,102.1,40.46,9,16,no,delivered,3,631.88
fedex,furniture,scooter,express,west,cold,262.8,23.85,8,7,yes,delayed,2,1435.55
shadowfax,electronics,bike,same day,north,cold,216.9,11.13,4,8,no,delivered,3,1217.89
xpressbees,automobile parts,truck,same day,north,stormy,108.4,20.04,5,8,no,delivered,5,702.12
dhl,furniture,ev van,same day,east,clear,116.0,28.04,6,8,no,delivered,5,764.12
ecom express,fragile items,ev van,express,south,hot,40.9,8.82,3,2,yes,delayed,2,280.96
dhl,fragile items,ev bike,same day,east,cold,141.6,10.85,8,8,no,delivered,3,840.55
blue dart,clothing,bike,two day,east,foggy,280.0,20.92,12,16,no,delivered,4,1462.76
delhivery,automobile parts,ev bike,two day,central,hot,191.8,13.34,7,16,no,delivered,4,999.02
blue dart,pharmacy,ev bike,express,south,foggy,145.3,18.08,6,4,yes,delayed,2,830.74
fedex,clothing,ev van,standard,west,cold,122.9,45.65,5,24,no,delivered,3,751.45
dhl,pharmacy,bike,two day,central,cold,184.2,33.3,4,16,no,delivered,5,1020.9
amazon logistics,pharmacy,ev van,same day,south,stormy,272.1,32.7,13,8,yes,delayed,2,1558.6
blue dart,pharmacy,ev bike,standard,central,stormy,119.3,40.28,9,24,no,delivered,4,717.34
ekart,documents,ev bike,two day,central,hot,184.6,27.59,4,16,no,delivered,4,1005.77
ecom express,automobile parts,bike,same day,south,hot,294.4,24.99,6,8,no,delivered,4,1632.7206
delhivery,documents,ev van,two day,west,rainy,179.1,11.42,9,16,no,delivered,4,929.76
dhl,furniture,bike,express,south,cold,208.0,49.52,7,6,yes,failed,1,1239.91
blue dart,fragile items,scooter,express,north,stormy,263.9,36.17,17,7,yes,delayed,3,1478.01
fedex,electronics,bike,standard,south,hot,137.4,34.17,3,24,no,delivered,4,789.51
ecom express,groceries,scooter,express,north,clear,19.0,16.99,1,2,no,delivered,4,195.97
ekart,furniture,truck,same day,east,hot,131.9,10.08,5,8,no,delivered,4,789.74
dhl,cosmetics,ev van,two day,south,rainy,40.5,34.9,7,16,no,delivered,5,307.2
fedex,fragile items,ev van,standard,central,clear,266.7,21.62,10,24,no,delivered,3,1398.36
amazon logistics,fragile items,bike,standard,east,hot,238.3,30.73,5,24,no,delivered,4,1283.69
ecom express,groceries,ev van,express,south,rainy,229.4,6.06,10,6,yes,delayed,3,1215.18
delhivery,furniture,bike,standard,south,rainy,125.3,42.45,6,24,no,delivered,4,753.85
fedex,electronics,ev bike,express,south,hot,226.1,38.54,6,6,no,delivered,3,1296.12
xpressbees,fragile items,scooter,same day,north,foggy,173.8,39.26,6,8,no,delivered,5,1086.78
delhivery,documents,ev bike,express,east,cold,32.7,37.88,1,2,no,delivered,3,327.14
amazon logistics,furniture,van,express,north,stormy,47.3,11.57,7,2,yes,delayed,2,321.21
ekart,cosmetics,ev van,express,east,foggy,248.1,1.17,6,6,no,delivered,5,1294.01
fedex,cosmetics,truck,two day,west,hot,263.2,29.78,5,16,no,delivered,4,1405.34
ecom express,electronics,truck,express,west,hot,193.4,27.13,5,5,no,delivered,3,1098.39
shadowfax,cosmetics,van,same day,north,stormy,75.1,25.19,8,8,yes,failed,2,551.07
ecom express,groceries,scooter,standard,west,clear,271.4,21.0,8,24,no,delivered,5,1420.0
shadowfax,groceries,truck,standard,east,rainy,262.8,30.59,7,24,no,delivered,3,1405.77
blue dart,clothing,truck,express,west,clear,212.6,27.07,7,6,yes,delayed,3,1194.21
xpressbees,cosmetics,bike,same day,east,stormy,229.2,37.81,12,8,yes,delayed,3,1359.43
shadowfax,furniture,bike,express,east,clear,33.6,43.32,1,2,no,delivered,3,347.96
ekart,electronics,van,express,east,cold,227.0,8.88,8,6,yes,failed,1,1211.64
delhivery,clothing,ev bike,same day,north,clear,262.9,28.54,7,8,no,delivered,4,1500.12
shadowfax,cosmetics,van,express,east,stormy,203.9,26.35,10,6,yes,delayed,2,1148.55
shadowfax,electronics,van,express,west,clear,280.0,30.03,7,7,no,delivered,3,1540.09
xpressbees,furniture,ev van,standard,central,cold,28.1,9.09,2,24,no,delivered,4,167.77
blue dart,cosmetics,scooter,standard,east,clear,48.1,9.74,3,24,no,delivered,5,269.72
fedex,automobile parts,van,two day,south,hot,296.7,15.95,6,16,no,delivered,3,1531.35
amazon logistics,clothing,ev van,same day,south,hot,263.8,24.05,7,8,no,delivered,5,1491.15
ecom express,documents,truck,express,central,stormy,78.5,16.06,8,3,yes,failed,1,490.68
ecom express,clothing,bike,standard,central,foggy,279.0,19.69,9,24,no,delivered,5,1454.07
blue dart,fragile items,scooter,two day,south,cold,16.4,5.06,2,16,no,delivered,4,97.18
blue dart,pharmacy,ev van,express,west,stormy,136.4,26.69,9,4,yes,failed,1,812.07
shadowfax,automobile parts,ev bike,express,central,clear,58.9,9.68,3,3,yes,delayed,2,373.54
fedex,electronics,ev van,same day,east,foggy,277.3,41.14,7,8,no,delivered,5,1609.92
ekart,cosmetics,van,standard,east,stormy,297.1,26.63,15,24,no,delivered,3,1574.39
delhivery,electronics,truck,same day,central,foggy,34.2,15.9,4,8,no,delivered,3,318.7
blue dart,electronics,bike,two day,west,foggy,265.0,16.17,8,16,no,delivered,3,1373.51
dhl,groceries,ev bike,standard,west,clear,20.6,11.09,2,24,no,delivered,4,136.27
xpressbees,groceries,truck,two day,central,rainy,281.6,20.57,8,16,no,delivered,4,1469.71
delhivery,groceries,bike,express,central,stormy,276.4,42.97,10,7,yes,delayed,3,1560.91
delhivery,electronics,ev van,standard,west,cold,240.2,23.32,10,24,no,delivered,3,1270.96
ekart,furniture,van,express,west,clear,9.0,31.68,0,2,no,delivered,3,190.04
amazon logistics,groceries,ev van,standard,south,rainy,81.1,42.77,6,24,no,delivered,4,533.81
ecom express,automobile parts,ev van,express,west,cold,161.1,33.04,5,5,yes,delayed,3,954.62
dhl,fragile items,van,standard,south,foggy,134.9,3.5,6,24,no,delivered,4,685.0
delhivery,groceries,bike,same day,south,rainy,132.9,20.69,12,8,yes,failed,1,826.57
delhivery,cosmetics,bike,express,central,stormy,207.4,9.38,8,6,yes,delayed,2,1115.14
amazon logistics,pharmacy,scooter,same day,east,rainy,44.7,17.78,3,8,no,delivered,3,376.84
fedex,furniture,scooter,standard,west,cold,190.1,30.96,5,24,no,delivered,5,1043.38
delhivery,automobile parts,van,standard,west,rainy,45.6,8.34,5,24,no,delivered,3,253.02
amazon logistics,pharmacy,ev van,express,west,stormy,80.1,20.62,5,3,yes,failed,1,512.36
fedex,furniture,ev bike,same day,central,clear,177.8,33.27,3,8,no,delivered,4,1088.81
dhl,pharmacy,scooter,two day,central,cold,207.3,23.26,6,16,no,delivered,5,1106.28
fedex,fragile items,ev bike,two day,central,rainy,69.9,33.05,6,16,no,delivered,5,448.65
ekart,cosmetics,bike,standard,central,hot,93.8,49.52,4,24,no,delivered,5,617.95
ecom express,furniture,bike,two day,north,cold,228.9,14.83,5,16,no,delivered,3,1188.99
amazon logistics,clothing,truck,express,east,stormy,173.8,43.03,9,5,yes,delayed,3,1048.09
blue dart,pharmacy,scooter,standard,west,clear,93.9,19.66,5,24,no,delivered,5,528.48
xpressbees,groceries,van,standard,central,foggy,164.9,47.18,8,24,no,delivered,5,966.04
blue dart,automobile parts,ev bike,two day,south,foggy,40.0,42.78,3,16,no,delivered,4,328.34
fedex,automobile parts,van,same day,central,clear,126.8,36.44,3,8,no,delivered,5,843.32
xpressbees,electronics,scooter,standard,west,foggy,236.5,29.32,7,24,no,delivered,5,1270.46
delhivery,automobile parts,ev van,two day,east,stormy,264.1,19.07,8,16,no,delivered,5,1377.71
xpressbees,automobile parts,scooter,express,south,hot,3.6,18.95,0,2,no,delivered,4,122.85
ekart,automobile parts,truck,standard,east,rainy,210.8,38.65,7,24,no,delivered,4,1169.95
xpressbees,furniture,bike,express,east,stormy,4.3,17.92,5,2,yes,failed,2,125.26
fedex,documents,bike,two day,south,hot,223.6,46.56,9,16,no,delivered,5,1257.68
delhivery,pharmacy,ev bike,express,east,clear,255.0,0.67,9,7,yes,delayed,2,1326.2
xpressbees,fragile items,ev van,standard,east,foggy,277.0,40.8,7,24,no,delivered,4,1507.4
ekart,furniture,bike,express,central,clear,29.0,38.08,3,2,yes,delayed,3,309.24
ecom express,automobile parts,ev van,two day,north,hot,4.6,25.73,0,16,no,delivered,3,100.19
amazon logistics,documents,scooter,standard,west,stormy,111.2,44.05,7,24,no,delivered,4,688.15
blue dart,fragile items,ev van,express,north,stormy,77.0,2.32,7,3,yes,delayed,3,441.96
shadowfax,electronics,truck,same day,south,hot,124.0,23.84,3,8,no,delivered,4,791.52
dhl,fragile items,ev bike,standard,central,cold,50.7,0.7,4,24,no,delivered,4,255.6
shadowfax,automobile parts,bike,same day,west,stormy,231.4,12.11,12,8,yes,failed,1,1293.33
shadowfax,cosmetics,bike,two day,south,rainy,196.8,38.72,9,16,no,delivered,4,1100.16
ekart,pharmacy,ev van,same day,west,stormy,119.0,19.36,6,8,no,delivered,5,753.08
shadowfax,groceries,bike,standard,central,hot,211.1,19.16,4,24,no,delivered,3,1112.98
ekart,fragile items,ev van,same day,south,cold,103.9,21.64,2,8,no,delivered,3,684.42
ecom express,clothing,bike,two day,west,stormy,171.6,34.47,7,16,no,delivered,3,961.41
ecom express,documents,truck,standard,south,foggy,136.2,31.43,6,24,no,delivered,5,775.29
blue dart,clothing,van,standard,south,foggy,100.3,42.24,3,24,no,delivered,4,628.22
xpressbees,documents,van,same day,central,rainy,18.4,31.65,4,8,no,delivered,4,286.95
ecom express,furniture,ev bike,express,north,rainy,95.4,46.37,5,3,yes,delayed,3,666.11
blue dart,groceries,bike,same day,north,hot,140.5,41.44,6,8,no,delivered,3,926.82
xpressbees,groceries,van,same day,north,cold,91.5,8.94,6,8,no,delivered,5,584.32
ecom express,documents,truck,standard,north,foggy,291.5,10.41,9,24,no,delivered,4,1488.73
ekart,groceries,van,same day,west,stormy,56.8,2.61,6,8,no,delivered,4,391.83
shadowfax,furniture,scooter,two day,east,cold,116.7,39.15,4,16,no,delivered,4,700.95
amazon logistics,clothing,bike,standard,north,foggy,205.9,18.8,9,24,no,delivered,4,1085.9
dhl,automobile parts,truck,same day,south,hot,81.6,39.91,3,8,no,delivered,5,627.73
ekart,automobile parts,bike,express,central,hot,152.3,35.7,3,5,no,delivered,5,918.6
dhl,fragile items,bike,same day,east,hot,216.0,42.18,7,8,no,delivered,4,1306.54
dhl,electronics,scooter,same day,west,stormy,288.4,24.72,14,8,yes,delayed,2,1616.16
xpressbees,furniture,ev bike,same day,south,cold,162.9,40.83,6,8,no,delivered,4,1036.99
dhl,fragile items,bike,standard,central,foggy,219.1,46.44,9,24,no,delivered,4,1234.82
dhl,groceries,scooter,same day,south,hot,242.6,39.53,7,8,no,delivered,3,1431.59
ecom express,documents,bike,same day,central,rainy,105.1,8.69,8,8,yes,delayed,2,651.57
shadowfax,pharmacy,truck,same day,east,clear,138.0,11.32,3,8,no,delivered,4,823.96
ecom express,electronics,scooter,standard,west,hot,259.9,26.07,12,24,no,delivered,4,1377.71
xpressbees,pharmacy,bike,two day,east,foggy,192.1,24.39,6,16,no,delivered,3,1033.67
amazon logistics,furniture,scooter,standard,west,hot,6.3,34.15,0,24,no,delivered,4,133.95
blue dart,cosmetics,scooter,standard,north,foggy,269.4,14.53,10,24,no,delivered,3,1390.59
ecom express,cosmetics,bike,express,west,foggy,121.9,36.21,7,4,yes,delayed,2,768.13
ecom express,furniture,van,standard,east,foggy,215.7,38.4,7,24,no,delivered,4,1193.7
delhivery,pharmacy,truck,express,south,stormy,103.4,37.37,9,4,yes,delayed,2,679.11
dhl,electronics,van,standard,west,rainy,158.5,30.83,11,24,no,delivered,5,884.99
dhl,automobile parts,van,standard,west,rainy,146.3,39.1,5,24,no,delivered,4,848.8
dhl,electronics,ev van,two day,west,rainy,21.3,42.0,5,16,no,delivered,4,232.5
amazon logistics,automobile parts,scooter,same day,central,stormy,118.7,3.97,6,8,no,delivered,4,705.41
xpressbees,automobile parts,van,express,south,stormy,75.3,23.92,4,3,yes,delayed,2,498.26
blue dart,cosmetics,truck,express,north,cold,180.0,8.35,4,5,no,delivered,4,975.05
shadowfax,cosmetics,bike,express,east,hot,287.8,48.56,10,7,yes,delayed,2,1632.7206
ecom express,electronics,ev van,same day,south,rainy,234.1,14.33,12,8,yes,delayed,2,1313.49
dhl,automobile parts,truck,standard,south,rainy,274.0,4.37,7,24,no,delivered,5,1383.11
ecom express,furniture,ev bike,standard,west,rainy,148.3,34.38,6,24,no,delivered,5,844.64
shadowfax,groceries,scooter,express,north,rainy,16.1,16.79,2,2,yes,delayed,3,180.87
ecom express,cosmetics,ev bike,standard,east,hot,74.2,6.42,2,24,no,delivered,4,390.26
ecom express,furniture,ev van,two day,east,stormy,144.8,28.56,10,16,no,delivered,5,809.68
delhivery,groceries,truck,express,north,rainy,108.4,7.86,7,4,yes,delayed,3,615.58
amazon logistics,documents,scooter,same day,west,hot,138.6,7.85,6,8,no,delivered,5,816.55
blue dart,clothing,ev bike,express,central,rainy,261.6,14.21,8,7,yes,delayed,3,1400.63
amazon logistics,automobile parts,ev van,standard,central,clear,4.9,18.91,0,24,no,delivered,5,95.6674
amazon logistics,pharmacy,ev bike,express,central,foggy,64.2,49.42,5,3,yes,delayed,3,519.26
ekart,documents,truck,two day,north,clear,290.4,5.36,7,16,no,delivered,5,1468.08
delhivery,cosmetics,van,standard,south,hot,181.6,1.6,6,24,no,delivered,4,912.8
dhl,cosmetics,scooter,two day,east,foggy,111.0,36.3,5,16,no,delivered,4,663.9
ekart,clothing,ev bike,standard,east,stormy,61.4,34.72,8,24,no,delivered,4,411.16
fedex,clothing,van,same day,central,cold,129.3,1.77,3,8,no,delivered,3,751.81
delhivery,documents,scooter,same day,south,hot,242.9,31.06,4,8,no,delivered,4,1407.68
delhivery,electronics,van,same day,east,rainy,294.2,42.89,17,8,yes,delayed,3,1632.7206
dhl,fragile items,bike,standard,west,foggy,79.8,2.69,5,24,no,delivered,4,407.07
xpressbees,clothing,truck,same day,central,cold,241.9,36.37,5,8,no,delivered,4,1418.61
ekart,fragile items,truck,standard,west,foggy,12.6,47.25,1,24,no,delivered,5,204.75
ekart,furniture,van,same day,west,cold,225.7,43.49,8,8,yes,delayed,2,1358.97
blue dart,clothing,ev bike,two day,central,stormy,252.9,14.03,8,16,no,delivered,5,1306.59
ekart,fragile items,truck,two day,central,stormy,92.3,32.99,10,16,no,delivered,5,560.47
ekart,clothing,van,express,central,stormy,212.1,12.42,12,6,yes,delayed,3,1147.76
ekart,automobile parts,ev bike,same day,west,cold,288.8,41.04,5,8,no,delivered,4,1632.7206
dhl,electronics,bike,standard,south,stormy,199.5,26.54,11,24,no,delivered,5,1077.12
ekart,pharmacy,truck,same day,north,foggy,178.2,31.2,7,8,no,delivered,5,1084.6
xpressbees,documents,bike,same day,west,foggy,25.7,15.94,1,8,no,delivered,5,276.32
dhl,furniture,truck,standard,west,stormy,66.0,39.28,9,24,no,delivered,4,447.84
xpressbees,fragile items,bike,two day,west,rainy,82.4,7.81,8,16,no,delivered,3,435.43
shadowfax,fragile items,ev van,express,north,hot,50.6,35.88,3,3,yes,delayed,3,410.64
shadowfax,documents,bike,two day,central,foggy,28.6,35.63,5,16,no,delivered,4,249.89
shadowfax,electronics,van,standard,west,clear,264.3,7.96,5,24,no,delivered,5,1345.38
ecom express,documents,truck,standard,west,foggy,59.6,20.14,4,24,no,delivered,5,358.42
ekart,fragile items,van,same day,east,hot,259.1,40.19,7,8,no,delivered,4,1516.07
ecom express,furniture,scooter,standard,north,hot,281.2,39.8,7,24,no,delivered,5,1525.4
blue dart,cosmetics,scooter,two day,west,cold,125.3,46.01,3,16,no,delivered,3,764.53
blue dart,furniture,ev van,two day,south,cold,85.5,47.0,3,16,no,delivered,4,568.5
amazon logistics,furniture,bike,standard,north,stormy,240.1,45.84,12,24,no,delivered,5,1338.02
ecom express,electronics,ev bike,two day,north,stormy,293.6,34.7,14,16,no,delivered,4,1572.1
delhivery,electronics,scooter,express,north,rainy,44.8,10.27,7,2,yes,delayed,2,304.81
shadowfax,cosmetics,bike,two day,south,cold,102.0,0.67,3,16,no,delivered,5,510.78
fedex,clothing,van,same day,north,clear,231.1,37.01,7,8,no,delivered,5,1366.53
blue dart,groceries,bike,express,north,cold,3.6,1.6,2,2,yes,delayed,3,95.6674
fedex,groceries,ev bike,standard,south,rainy,114.3,7.9,7,24,no,delivered,5,595.2
xpressbees,pharmacy,ev bike,express,north,cold,37.8,32.75,2,2,no,delivered,4,337.25
shadowfax,automobile parts,scooter,express,north,rainy,244.6,28.67,8,6,yes,delayed,2,1359.01
fedex,cosmetics,ev bike,same day,south,hot,78.3,32.46,3,8,no,delivered,5,588.88
amazon logistics,pharmacy,ev bike,two day,north,cold,186.0,34.92,4,16,no,delivered,4,1034.76
ekart,fragile items,ev bike,two day,south,hot,172.8,43.97,7,16,no,delivered,5,995.91
shadowfax,furniture,bike,express,central,clear,278.8,24.51,8,7,yes,delayed,3,1517.53
ekart,clothing,bike,standard,east,cold,24.4,17.79,1,24,no,delivered,5,175.37
ecom express,furniture,bike,same day,west,cold,144.8,34.79,4,8,no,delivered,4,928.37
ekart,automobile parts,ev bike,same day,east,stormy,268.6,22.7,10,8,yes,delayed,3,1511.1
amazon logistics,fragile items,scooter,same day,east,hot,159.3,0.67,5,8,no,delivered,4,898.33
shadowfax,groceries,truck,same day,north,foggy,288.3,11.1,9,8,yes,failed,2,1574.8
blue dart,documents,van,same day,west,hot,73.1,29.44,2,8,no,delivered,5,553.82
xpressbees,automobile parts,ev van,express,south,cold,144.5,36.17,3,4,no,delivered,5,881.01
ekart,electronics,scooter,standard,south,stormy,241.1,26.57,10,24,no,delivered,4,1285.21
ekart,automobile parts,ev bike,two day,south,rainy,134.6,5.31,8,16,no,delivered,5,688.93
dhl,cosmetics,bike,standard,west,clear,75.9,32.98,3,24,no,delivered,4,478.44
xpressbees,fragile items,ev van,standard,west,hot,34.0,20.36,1,24,no,delivered,4,231.08
dhl,documents,truck,standard,east,hot,254.5,11.54,6,24,no,delivered,4,1307.12
shadowfax,pharmacy,scooter,express,south,hot,43.5,18.81,3,2,yes,delayed,3,323.93
fedex,documents,van,express,north,foggy,41.0,34.27,4,2,yes,delayed,3,357.81
blue dart,electronics,ev bike,same day,central,hot,116.7,28.46,3,8,no,delivered,4,768.88
ekart,furniture,van,standard,west,clear,278.9,15.01,11,24,no,delivered,3,1439.53
ekart,automobile parts,bike,express,east,hot,173.9,43.04,7,5,yes,delayed,2,1048.62
ekart,documents,scooter,same day,central,hot,109.7,41.05,5,8,no,delivered,5,771.65
ecom express,clothing,ev van,express,north,rainy,275.5,2.31,12,7,yes,delayed,2,1434.43
dhl,automobile parts,van,same day,south,foggy,85.5,39.11,4,8,no,delivered,3,644.83
